Reference,sold,좋아요,URL,Online since,Categories,Category,Sub-category,Designer,Condition,Material,Colour,Location,사이즈,크기,Style,Details_explanation,정상가,할인가
18551826,재고있음,47,http://dk.vestiairecollective.com/women-shoes/ankle-boots/prada/black-leather-prada-ankle-boots-18551826.shtml,2021-10-21,Women,Lace up,Shoes,Prada,Very good condition,Leather,Black,"France, from the seller MytheresaXVestiaireCollective",40 IT,,,"Lace-up ankle boots in black cloth, leather and rubber with a double strap, padded ankle, rubber outersole. Dustbags, original box. 40. Heel 9cm, sole 5cm. Note: slight dust on outersoles and heels.",£879.67,£752.21
18553085,재고있음,38,http://dk.vestiairecollective.com/women-shoes/heels/dolce-gabbana/multicolour-leather-dolce-gabbana-heels-18553085.shtml,2021-10-20,Women,Shoes,Heels,Dolce \u0026 Gabbana,Very good condition,Leather,Multicolour,"France, from the seller MytheresaXVestiaireCollective",38 IT,,,Pointed heel pumps in beige textured leather with a black lace pattern. With dust bag. 38. Heel 11cm. Note: slight marks on the outer soles.,£170.55,£138.23
18553042,재고없음,142,http://dk.vestiairecollective.com/women-bags/clutch-bags/bottega-veneta/ecru-leather-pouch-bottega-veneta-clutch-bag-18553042.shtml,2021-10-20,Women,Bags,Clutch bags,Bottega Veneta,Very good condition,Leather,Ecru,"France, from the seller MytheresaXVestiaireCollective",,,,"2021, LM POUCH clutch bag in off-white leather and gold metal details. Magnetic closure, same leather lining, interior hook. With dustbag and booklet. 20x38cm. Note: discreet slight slight mark at the base.","Sold at £1,460.44","Sold at £1,460.44"
18553014,재고있음,35,http://dk.vestiairecollective.com/women-shoes/trainers/givenchy/white-leather-givenchy-trainers-18553014.shtml,2021-10-20,Women,Shoes,Trainers,Givenchy,Very good condition,Leather,White,"France, from the seller MytheresaXVestiaireCollective",37 EU,,,"SPECTER lace-up and zipped low-top sneakers in white perforated leather with black details and signature prints. 5cm heel, 3cm sole. 37. With dust bags. Note: traces on the outer soles, patinated insoles.",£435.35,£373.41
18552414,재고있음,44,http://dk.vestiairecollective.com/women-shoes/ankle-boots/gucci/black-leather-gucci-ankle-boots-18552414.shtml,2021-10-20,Women,Biker boots,Shoes,Gucci,Very good condition,Leather,Black,"France, from the seller MytheresaXVestiaireCollective",36.5 IT,,,"FRANCES biker's boots in black quilted leather and silver tone metal details. Buckled tape and zip closure. Heel 5cm, sole 3cm. 36.5. Without packaging. Note: slight tiny pokes, little dust here or there especially the outersoles.",£834.79,£714.51
18552272,재고있음,200,http://dk.vestiairecollective.com/women-bags/handbags/dior/pink-leather-diorever-dior-handbag-18552272.shtml,2021-10-20,Women,Handbags,Bags,Dior,Very good condition,Leather,Pink,"France, from the seller MytheresaXVestiaireCollective",,,,"2016 MM DIOREVER handbag in grained pale pink leather and silver tone metalware. Removable and adjustable strap, flap closure, single compartment with three patched pockets, same tone smooth leather interior. Supplied with a multicolour silk scarf and its case. Comes with dustbag, authenticity card, receipt and booklet. Note: one light long friction mark on the left inner side.","£1,692.02","£1,508.91"
18517570,재고있음,32,http://dk.vestiairecollective.com/women-shoes/boots/christian-louboutin/grey-suede-christian-louboutin-boots-18517570.shtml,2021-10-20,Women,Riding boots,Shoes,Christian Louboutin,Very good condition,Suede,Grey,"France, from the seller MytheresaXVestiaireCollective",37 EU,,,"Flat slip-on riding boots in taupe gray suede and silver metal details. Buckle band at heels. 37. 3cm heel. With dust bags. Note: small marks on the right heel and the tape, small mark on the right side of the left boot, marks of friction on the outer soles.",£345.59,£280.06
18517266,재고있음,56,http://dk.vestiairecollective.com/women-shoes/ankle-boots/gucci/white-leather-sylvie-gucci-ankle-boots-18517266.shtml,2021-10-20,Women,Lace up,Shoes,Gucci,Very good condition,Leather,White,"France, from the seller MytheresaXVestiaireCollective",36.5 IT,,,"SYLVIE lace-up biker boots in white quilted leather and rubber with striped ribbed buckle band and gold-tone metal details. Nude pink leather lining. 36.5. 6.5 cm heel, 3 cm sole. With dust bag. Note: marks on the sides and rubber outsoles, small marks on the left side of the right heel.",£686.68,£587.94
18517239,재고없음,44,http://dk.vestiairecollective.com/women-shoes/trainers/gucci/camel-suede-flashtrek-gucci-trainers-18517239.shtml,2021-10-20,Women,Shoes,Trainers,Gucci,Very good condition,Suede,Camel,"France, from the seller MytheresaXVestiaireCollective",36.5 IT,,,"FLASHTREK lace-up ankle boots in camel suede leather and beige monogram pattern cloth with camel rubber and silver tone metal details. Padded ankle, nude pink leather lining. With dustbag. 36.5. Heel 5cm, sole 3cm. Note: friction mark on the left boot front logo, little dust or marks on the rubber and outersoles, little eyelets marks on laces..",Sold at £598.72,Sold at £598.72
18517177,재고없음,74,http://dk.vestiairecollective.com/women-shoes/mules-clogs/gucci/black-leather-gucci-mules-clogs-18517177.shtml,2021-10-20,Women,Shoes,Mules \u0026 Clogs,Gucci,Very good condition,Leather,Black,"France, from the seller MytheresaXVestiaireCollective",36 IT,,,"PRINCETOWN clogs in black leather, beige faux fur and wood. Gold-tone metal, rubber outsole, fully lined with faux fur. With dust bag. 36. Heel 5cm, sole 4cm. Note: discreet light tiny marks of friction on the leather, little dust on the outer soles.",Sold at £626.54,Sold at £626.54
18517151,재고있음,35,http://dk.vestiairecollective.com/women-shoes/heels/gucci/blue-patent-leather-arielle-gucci-heels-18517151.shtml,2021-10-20,Women,Shoes,Heels,Gucci,Very good condition,Patent leather,Blue,"France, from the seller MytheresaXVestiaireCollective",36.5 IT,,,"ARIELLE mid-heel shoes in glossy blue patent leather with a signature pearl on the baby strap and a golden textured heel. 36.5. 5cm heel. With dust bag. Note: slight tiny mark on the left side of the left heel, slight small mark on the middle left side of the right shoe, friction marks on the outer soles, discreet tiny marks on the lining at the heels.",£318.66,£257.62
18516522,재고있음,19,http://dk.vestiairecollective.com/women-shoes/ankle-boots/prada/white-leather-prada-ankle-boots-18516522.shtml,2021-10-20,Women,Others,Shoes,Prada,Good condition,Leather,White,"France, from the seller MytheresaXVestiaireCollective",39 IT,,,"Flat ankle boots in white leather with black elastic bands, leather details and lining. With box and dustbag. 3cm heel. 39. Note: slight box pleats, small slight marks here and there on the leather, slight marks on the outer soles.",£435.35,£373.41
18517413,재고있음,43,http://dk.vestiairecollective.com/women-clothing/coats/burberry/beige-fur-burberry-coat-18517413.shtml,2021-10-19,Women,Coats,Clothing,Burberry,Very good condition,Fur,Beige,"France, from the seller MytheresaXVestiaireCollective",6 UK,,,"Short double breasted coat in nude beige Rabbit Fur with leather details. High collar, copper metal details, shoulder bands, two pockets, cuff band and buckle belt, back slit, tartan pattern satin lining. 100% rabbit fur, 100% lambskin, acetate / cupro lining. United Kingdom 6. Length 82cm. Note: the collar chain is half unstitched.",£762.98,£653.47
18510908,재고있음,20,http://dk.vestiairecollective.com/women-clothing/dresses/saint-laurent/black-viscose-saint-laurent-dress-18510908.shtml,2021-10-19,Women,Mini,Clothing,Saint Laurent,Never worn,Viscose,Black,"France, from the seller MytheresaXVestiaireCollective",34 FR,,,2018 mini dress in black fluid fabric with pheasant feathers on the shoulders and an elasticated waist. Double. 100% Viscose. 34. Length 93cm.,£498.18,£426.37
18510878,재고있음,21,http://dk.vestiairecollective.com/women-clothing/dresses/balmain/black-polyester-balmain-dress-18510878.shtml,2021-10-19,Women,Mini,Clothing,Balmain,Never worn,Polyester,Black,"France, from the seller MytheresaXVestiaireCollective",34 FR,,,Flared mini dress in pleated black cloth with a silver brass ring on the front neckline held in place by a lace. Unlined. 100% Polyester. 34. Length 71cm.,£417.40,£376.10
18393343,재고있음,34,http://dk.vestiairecollective.com/women-bags/handbags/bottega-veneta/red-leather-bottega-veneta-handbag-18393343.shtml,2021-10-11,Women,Totes,Bags,Bottega Veneta,Very good condition,Leather,Red,"France, from the seller MytheresaXVestiaireCollective",,,,"Red leather tote bag with fringe details. Year: 2020. Dimensions: Height: 28 cm, height with fringes included: 85.5 cm, width: 31 cm, width with fringes: 145 cm. Two interior flat pockets. Made in Italy. Dust bag included. No box and no receipt.","£1,521.47","£1,217.18"
18138832,재고있음,148,http://dk.vestiairecollective.com/women-bags/clutch-bags/bottega-veneta/black-leather-pouch-bottega-veneta-clutch-bag-18138832.shtml,2021-09-28,Women,Bags,Clutch bags,Bottega Veneta,Very good condition,Leather,Black,"France, from the seller MytheresaXVestiaireCollective",,,,"2020 collection, MM Black and white leather pouch with zebra pattern. Black leather handle, folding flap, pagnetic closure, black leather lining, single compartment. Lamb leather. Magnetic clasp in silver. Made in Italy. With dust bag. Height: 17 cm, width min. Width: 24 cm max. width 34 cm, depth: 11 cm. Note: discreet light and tiny marks on the lining.","£1,840.13","£1,412.86"
17667682,재고있음,109,http://dk.vestiairecollective.com/women-bags/handbags/celine/burgundy-leather-luggage-phantom-celine-handbag-17667682.shtml,2021-08-27,Women,Handbags,Bags,Celine,Good condition,Leather,Burgundy,"France, from the seller MytheresaXVestiaireCollective",,,,"LUGGAGE PHANTOM handbag in burgundy leather. Height 28cm. Width 29.5cm. Depth 26cm. Two handles - height 13 cm. Open main compartment, 1 zipped pocket, 1 zipped front pocket. The original packaging is not provided. Some signs of wear, the bag is a little deformed and some marks are noticed on the leather.","£1,005.34",£755.80
17045413,재고없음,110,http://dk.vestiairecollective.com/women-bags/handbags/chloe/brown-exotic-leathers-bracelet-nile-chloe-handbag-17045413.shtml,2021-07-13,Women,Crossbody bags,Bags,Chloé,Very good condition,Exotic leathers,Brown,"France, from the seller MytheresaXVestiaireCollective",,,,2017 Nile Bracelet shoulder bag in brown python with golden hardware. Single compartment with a pocket. Snap closure. Note very slight marks on the flap.,Sold at £786.32,Sold at £786.32
21220081,재고없음,1,http://dk.vestiairecollective.com/women-shoes/sandals/valentino-garavani/pink-leather-valentino-garavani-sandals-21220081.shtml,2022-03-03,Women,Sandals,Shoes,Valentino Garavani,Very good condition,Leather,Pink,"France, from the seller MytheresaXVestiaireCollective",37 EU,,,"Rockstud sandals. Nude pink, leather. Cage effect on the top, with pink studs, strap between the toes. Adjustable ankle strap. Pointed ends. Leather insole. Made in Italy. Size: 37. Note: Wear marks on the outer soles, slight marks on the inner soles. Packaging: dust bag.","Sold at £201.97 on March 3, 2022","Sold at £201.97 on March 3, 2022"
21175340,재고없음,4,http://dk.vestiairecollective.com/women-shoes/trainers/christian-louboutin/red-glitter-lou-spikes-christian-louboutin-trainers-21175340.shtml,2022-03-03,Women,Shoes,Trainers,Christian Louboutin,Never worn,Glitter,Red,"France, from the seller MytheresaXVestiaireCollective",38 EU,,,Lou Spikes high-top lace-up sneakers in red suede leather with silver metal stars and glass studs. Beige leather lining. Without packaging. Size 38.,"Sold at £255.82 on March 3, 2022","Sold at £255.82 on March 3, 2022"
21371456,재고없음,7,http://dk.vestiairecollective.com/women-bags/handbags/dior/blue-leather-saddle-dior-handbag-21371456.shtml,2022-03-03,Women,Shoulder bags,Bags,Dior,Very good condition,Leather,Blue,"France, from the seller MytheresaXVestiaireCollective",,"Width 9.1 in, Height 8.3 in",,"Dior 2020 blue \""Selle\"" shoulder bag. Rounded shape. Front flap with magnetic clasp with a metallic D insert on it. One patch pocket on the back. A handle with CD metal parts. One main compartment with zipped patch pockets. Blue suede lining. Gold hardware. Made in Italy. H 21cm - W 23cm. Note: Slight signs of wear on the lining.","Sold at £1,602.26 on March 3, 2022","Sold at £1,602.26 on March 3, 2022"
21371519,재고없음,27,http://dk.vestiairecollective.com/women-bags/handbags/dolce-gabbana/pink-wicker-dolce-gabbana-handbag-21371519.shtml,2022-03-03,Women,Handbags,Bags,Dolce \u0026 Gabbana,Never worn,Wicker,Pink,"France, from the seller MytheresaXVestiaireCollective",,"Width 9.4 in, Height 7.5 in",,"Box MM handbag in pink woven wicker, camel leather and golden brass; Top handle with chains on the sides. Padlock clasp. Single compartment. Leopard print lining. Inside zipped and double patch pockets. 19x24cm. With dust bag.","Sold at £384.18 on March 3, 2022","Sold at £384.18 on March 3, 2022"
21356265,재고없음,11,http://dk.vestiairecollective.com/women-clothing/coats/burberry/black-polyester-burberry-coat-21356265.shtml,2022-03-03,Women,Trench coats,Clothing,Burberry,Very good condition,Polyester,Black,"France, from the seller MytheresaXVestiaireCollective",8 UK,,,"Black trench coat. Size: UK 8/ US 6/ IT 40. Total length: 94 cm. Double breasted, buttoned front pockets, belt loops, detachable buttoned hood, suspenders and cuffs, interior tartan lining. Composition Label: 100% Polyester, Lining: 100% Polyester, Under Collar: 100% Polyester, Sleeve Lining: 100% Polyester.","Sold at £332.12 on March 3, 2022","Sold at £332.12 on March 3, 2022"
21355898,재고없음,11,http://dk.vestiairecollective.com/women-shoes/sandals/chanel/white-leather-dad-sandals-chanel-sandals-21355898.shtml,2022-03-02,Women,Sandals,Shoes,Chanel,Never worn,Leather,White,"France, from the seller MytheresaXVestiaireCollective",35 EU,,,"Grained leather sandals in white. Model: Dad Sandals. Size: 35. Velcro closure with embellished CC logo. Clean, unworn leather insoles and outsoles. Made in Italy. Box and dustbag included.","Sold at £1,476.56 on March 2, 2022","Sold at £1,476.56 on March 2, 2022"
21430770,재고없음,36,http://dk.vestiairecollective.com/women-bags/handbags/celine/green-leather-phantom-celine-handbag-21430770.shtml,2022-03-02,Women,Handbags,Bags,Celine,Very good condition,Leather,Green,"France, from the seller MytheresaXVestiaireCollective",,"Width 7.9 in, Height 7.9 in",,"Nano ghost. Green, calfskin. Gold metal hardware. 2 handles. Zip closure on the top. Zipped pocket on the front. One flat pocket inside. Suede lining. Detachable and adjustable shoulder strap. Made in Italy. Height 20cm, width 20cm. Dust bag included. Very slight marks inside, very slight marks on the leather (front left, barely visible).","Sold at £897.80 on March 2, 2022","Sold at £897.80 on March 2, 2022"
21430702,재고없음,4,http://dk.vestiairecollective.com/women-shoes/flats/gucci/multicolour-cloth-brixton-gucci-flats-21430702.shtml,2022-03-02,Women,Shoes,Flats,Gucci,Very good condition,Cloth,Multicolour,"France, from the seller MytheresaXVestiaireCollective",37 IT,,,"Brixton ballet flats in multicolored fabric. Bit detail at the top. Green/blue/orange ornament pattern with shiny details, squirrel and bird patch on top. Leather inside. Size 37 IT. Made in Italy. Very little worn, just a few light marks on the outer soles. Box and dustbag included.","Sold at £350.07 on March 3, 2022","Sold at £350.07 on March 3, 2022"
21132344,재고없음,1,http://dk.vestiairecollective.com/women-clothing/trench-coats/burberry/beige-cotton-burberry-trench-coat-21132344.shtml,2022-03-02,Women,Clothing,Trench coats,Burberry,Never worn,Cotton,Beige,"France, from the seller MytheresaXVestiaireCollective",18-20 UK,,,"Kensington Mid beige poplin double breasted trench coat with brown leather buckle belt at cuffs and waist. Gold metal hook at the collar. Two pockets. Signature tartan lining on the body and under the collar. 100% cotton, 100% cotton lining, 100% viscose sleeves. UK18, US16, IT50, EU48. 175/105A. Length 98cm.","Sold at £206.70 on March 2, 2022","Sold at £206.70 on March 2, 2022"
21132128,재고없음,49,http://dk.vestiairecollective.com/women-shoes/flats/prada/black-leather-monolith-prada-flats-21132128.shtml,2022-03-02,Women,Shoes,Flats,Prada,Very good condition,Leather,Black,"France, from the seller MytheresaXVestiaireCollective",37 IT,,,"Monolith flat shoes in black leather with silver metal signature plate and high rubber platform. Size 37. 6cm heel, 4cm sole. Without packaging. Note: rub marks on the sides of the heels.","Sold at £557.43 on March 3, 2022","Sold at £557.43 on March 3, 2022"
21132107,재고없음,13,http://dk.vestiairecollective.com/women-shoes/trainers/prada/white-leather-prada-trainers-21132107.shtml,2022-03-02,Women,Shoes,Trainers,Prada,Never worn,Leather,White,"France, from the seller MytheresaXVestiaireCollective",36.5 IT,,,Low-top lace-up sneakers in white and black leather with logo signature and stripes on the sides. White leather lining and rubber outsole. With dust bags. Size 36.5.,"Sold at £234.56 on March 2, 2022","Sold at £234.56 on March 2, 2022"
21131795,재고없음,4,http://dk.vestiairecollective.com/women-clothing/tops/fendi/pink-cotton-fendi-top-21131795.shtml,2022-03-02,Women,Blouses,Clothing,Fendi,Very good condition,Cotton,Pink,"France, from the seller MytheresaXVestiaireCollective",40 IT,,,"Pleated coral pink poplin blouse with high crochet collar, V-shaped bib and buttoned cuffs. Long batwing sleeves. Button closure at the collar. 100% Cotton. Label size 40. Length 67cm.","Sold at £85.38 on March 2, 2022","Sold at £85.38 on March 2, 2022"
21131850,재고없음,2,http://dk.vestiairecollective.com/women-shoes/ballet-flats/dolce-gabbana/pink-leather-dolce-gabbana-ballet-flats-21131850.shtml,2022-03-02,Women,Shoes,Ballet flats,Dolce \u0026 Gabbana,Never worn,Leather,Pink,"France, from the seller MytheresaXVestiaireCollective",38 IT,,,Ballerinas in nude pink leather with a flamboyant heart in golden brass embellished with tiny pearls. With original box. Size 38.,"Sold at £125.82 on March 2, 2022","Sold at £125.82 on March 2, 2022"
21132511,재고없음,11,http://dk.vestiairecollective.com/women-bags/handbags/fendi/blue-leather-b-bag-fendi-handbag-21132511.shtml,2022-03-02,Women,Handbags,Bags,Fendi,Very good condition,Leather,Blue,"France, from the seller MytheresaXVestiaireCollective",,"Width 13.8 in, Height 8.7 in",,"Bag B in blue leather. Brass hardware. Black patent leather trim. Front flap with decorative buckles, button closure. 2 leather/chain handles at top, Main compartment with patch pocket. Brown fabric lining. Height 22cm, width 35cm. No packaging. Note: slight marks inside.","Sold at £224.41 on March 3, 2022","Sold at £224.41 on March 3, 2022"
21131559,재고없음,2,http://dk.vestiairecollective.com/women-shoes/flats/gucci/black-leather-gucci-flats-21131559.shtml,2022-03-02,Women,Shoes,Flats,Gucci,Very good condition,Leather,Black,"France, from the seller MytheresaXVestiaireCollective",39.5 IT,,,"Gucci black leather mid-heel moccasin. Blue and red Web ribbon and golden Double GG on the front. Pearl and studs on the heels. Square toe. Beige leather lining. Made in Italy. Size: 39.5. Heel height: 4 cm. Sold with dustbag, invoice and box. Note: Traces of use on the leather, small scratches, a little rubbed on the front and marks of use on the outer soles.","Sold at £311.85 on March 2, 2022","Sold at £311.85 on March 2, 2022"
21174957,재고없음,10,http://dk.vestiairecollective.com/women-clothing/jackets/givenchy/blue-wool-givenchy-jacket-21174957.shtml,2022-03-02,Women,Jackets,Clothing,Givenchy,Very good condition,Wool,Blue,"France, from the seller MytheresaXVestiaireCollective",XS International,,,"Blue wool bomber jacket. Branded at the back. Ribbed at the edges with white stripes details. Front snap button closure, 2pockets at the sides. Size XS. Length 60cm. 60% wool, 37% polyester, 2% nylon, 1% spandex.","Sold at £315.44 on March 2, 2022","Sold at £315.44 on March 2, 2022"
21174838,재고없음,8,http://dk.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-felicie-louis-vuitton-handbag-21174838.shtml,2022-03-02,Women,Crossbody bags,Bags,Louis Vuitton,Very good condition,Leather,Black,"France, from the seller MytheresaXVestiaireCollective","Width 8.3 in, Height 4.7 in",,,"Monogram embossed leather pouch in black. Detachable shoulder strap chain in gold. Front flap with snap closure. Main compartment in black canvas lined with a patch pocket. Two removable pockets inside: one with 8 card slots and a note compartment, the other is a zippered pocket. Size12x21.5cm. With box and booklet. Note: slight friction marks on the inside.","Sold at £611.12 on March 2, 2022","Sold at £611.12 on March 2, 2022"
21284022,재고없음,32,http://dk.vestiairecollective.com/women-shoes/sandals/valentino-garavani/khaki-leather-rockstud-valentino-garavani-sandals-21284022.shtml,2022-03-01,Women,Sandals,Shoes,Valentino Garavani,Very good condition,Leather,Khaki,"France, from the seller MytheresaXVestiaireCollective",38.5 EU,,,"Valentino \""Rockstud\"" sandals in khaki leather. Four golden straps including two buckled straps with transparent golden studs on top. Block heel. Rounded tip. Beige soles and outsoles. Size: 38.5 EU. Heel height: 10 cm. Sold with dust bag. Made in Italy. Note: Rubbed front, marks on the leather and a tear on the back of the heels.","Sold at £179.96 on March 2, 2022","Sold at £179.96 on March 2, 2022"
21224908,재고없음,28,http://dk.vestiairecollective.com/women-bags/backpacks/prada/khaki-cloth-prada-backpack-21224908.shtml,2022-03-01,Women,Bags,Backpacks,Prada,Very good condition,Cloth,Khaki,"France, from the seller MytheresaXVestiaireCollective",,"Width 11.4 in, Height 11.8 in",,"Small backpack in khaki nylon, black Saffiano leather and silver brass. Black monogrammed nylon lining. Inside zipped and patch pockets. Without packaging. 30x29x16cm. Note: small light marks on the front and bottom, slightly patinated corners.","Sold at £368.47 on March 2, 2022","Sold at £368.47 on March 2, 2022"
21153195,재고없음,15,http://dk.vestiairecollective.com/women-bags/handbags/fendi/black-leather-fendi-handbag-21153195.shtml,2022-03-01,Women,Handbags,Bags,Fendi,Never worn,Leather,Black,"France, from the seller MytheresaXVestiaireCollective",,"Width 11.8 in, Height 9.8 in",,2021. First MM bag in black leather and golden brass. Beige and brown monogram jacquard lining. With invoice and dustbag. 25x30cm.\nPackaging: Dustbag,"Sold at £1,514.32 on March 1, 2022","Sold at £1,514.32 on March 1, 2022"
21285151,재고없음,17,http://dk.vestiairecollective.com/women-bags/handbags/saint-laurent/black-leather-sunset-saint-laurent-handbag-21285151.shtml,2022-02-28,Women,Shoulder bags,Bags,Saint Laurent,Good condition,Leather,Black,"France, from the seller MytheresaXVestiaireCollective",,"Width 10.6 in, Height 7.9 in",,"Crocodile-embossed leather shoulder bag in black. Model: Sunset. Height: 18 cm, width: 27 cm, depth: 8 cm. A front flap with snap button closure, a front and back compartment, two interior compartments, an interior flat pocket. Made in Italy. No box, no dustbag and no receipt. Marks on the bag. Minor marks and scratches inside.","Sold at £932.10 on February 28, 2022","Sold at £932.10 on February 28, 2022"
21284313,재고없음,0,http://dk.vestiairecollective.com/women-clothing/tops/isabel-marant/navy-cotton-isabel-marant-top-21284313.shtml,2022-02-26,Women,Blouses,Clothing,Isabel Marant,Very good condition,Cotton,Navy,"France, from the seller MytheresaXVestiaireCollective",40 FR,,,"Blue and gray printed short-sleeved blouse. Size: 40. Total length: 56 cm. Unlined, no pockets, lace-up collar, rivet and eyelet embellishments. Composition: 100% cotton, eyelets: 100% brass, rivets: 100% brass.","Sold at £85.48 on February 26, 2022","Sold at £85.48 on February 26, 2022"
21286274,재고없음,3,http://dk.vestiairecollective.com/women-clothing/knitwear/brunello-cucinelli/beige-wool-brunello-cucinelli-knitwear-21286274.shtml,2022-02-25,Women,Cardigans,Clothing,Brunello Cucinelli,Very good condition,Wool,Beige,"France, from the seller MytheresaXVestiaireCollective",L International,,,"Beige and white striped cardigan. V-neck, button closure on the front, long sleeves. Small shiny chain at the top of the chest. Size L, length 66cm. 60% wool, 30% cashmere, 10% silk.","Sold at £206.95 on February 26, 2022","Sold at £206.95 on February 26, 2022"
21286329,재고없음,0,http://dk.vestiairecollective.com/women-clothing/tops/chloe/white-silk-chloe-top-21286329.shtml,2022-02-25,Women,Shirts,Clothing,Chloé,Never worn,Silk,White,"France, from the seller MytheresaXVestiaireCollective",42 FR,,,"Wraparound shirt in white silk with brown stripe details. Classic collar, tie closure, long sleeves, button cuffs. See through fabric. Size 42 Fr, length 90cm. 100% silk.","Sold at £152.60 on February 25, 2022","Sold at £152.60 on February 25, 2022"
21307966,재고없음,0,http://dk.vestiairecollective.com/women-clothing/skirts/chanel/pink-cotton-chanel-skirt-21307966.shtml,2022-02-25,Women,Mid-length,Clothing,Chanel,Never worn,Cotton,Pink,"France, from the seller MytheresaXVestiaireCollective",38 FR,,,Chanel pink/coral tweed flared skirt. Back closure with a zip and hooks. A small button in front with a lion in relief on it. Red satin lining. Size: 38 FR. Dimensions: L 62 cm - W 35 cm. Composition: 73% cotton - 12% polyester - 12% viscose - Lining: 100% silk. Made in France.,"Sold at £260.31 on February 25, 2022","Sold at £260.31 on February 25, 2022"
21285643,재고없음,64,http://dk.vestiairecollective.com/women-clothing/tops/jacquemus/blue-silk-la-collectionneuse-jacquemus-top-21285643.shtml,2022-02-25,Women,Blouses,Clothing,Jacquemus,Very good condition,Silk,Blue,"France, from the seller MytheresaXVestiaireCollective",36 FR,,,"The Collector. Gray blue woven silk cropped blouse with a blazer design. Buttoned ribbon closure, long sleeves with buttoned cuffs. 100% silk. Size label 36. Length 30cm. Note: right cuff button a little loose, slight small marks on the inside of the armholes.","Sold at £207.94 on February 27, 2022","Sold at £207.94 on February 27, 2022"
21307935,재고없음,17,http://dk.vestiairecollective.com/women-shoes/ballet-flats/jimmy-choo/black-suede-jimmy-choo-ballet-flats-21307935.shtml,2022-02-25,Women,Shoes,Ballet flats,Jimmy Choo,Very good condition,Suede,Black,"France, from the seller MytheresaXVestiaireCollective",38.5 EU,,,"Jimmy Choo ballet flats in black suede. Pointed toe. Gold metal \""JC\"" yokes on the back. Beige soles and outsoles. Size: 38.5 EU. Made in Italy. Please note: small signs of use. Front a little rubbed.","Sold at £138.32 on February 28, 2022","Sold at £138.32 on February 28, 2022"
21289461,재고없음,15,http://dk.vestiairecollective.com/women-shoes/trainers/chloe/multicolour-leather-chloe-trainers-21289461.shtml,2022-02-25,Women,Shoes,Trainers,Chloé,Never worn,Leather,Multicolour,"France, from the seller MytheresaXVestiaireCollective",37 EU,,,"Black/white high top sneakers. Lace-up, round toe, Velcro ankle strap closure. Burgundy branding on the tongue. Suede inserts on the sides. Leather inside. Rubber soles. Size 37 Eu. Dustbag and box included. Note: Very slight marks on the leather, due to assembly.","Sold at £190.75 on February 26, 2022","Sold at £190.75 on February 26, 2022"
21286400,재고없음,10,http://dk.vestiairecollective.com/women-shoes/heels/balenciaga/green-patent-leather-bb-balenciaga-heels-21286400.shtml,2022-02-25,Women,Shoes,Heels,Balenciaga,Very good condition,Patent leather,Green,"France, from the seller MytheresaXVestiaireCollective",40 EU,,,"Bb pumps in patent leather. Pointed toe, golden BB detail on the top, covered heels. Leather inside. Size 40Eu, heel 9cm. Made in Italy. Note: Very slight marks on the leather, wear marks on the outer soles. Box and dustbag included.","Sold at £258.52 on February 25, 2022","Sold at £258.52 on February 25, 2022"
21285128,재고없음,5,http://dk.vestiairecollective.com/women-shoes/ankle-boots/louis-vuitton/black-suede-louis-vuitton-ankle-boots-21285128.shtml,2022-02-25,Women,Snow boots,Shoes,Louis Vuitton,Very good condition,Suede,Black,"France, from the seller MytheresaXVestiaireCollective",37 EU,,,"Suede lace-up snow boots in black. Size: 39. Platform height: 4 cm. Golden metal details, fully lined, a removable insole, a slightly worn rubber outsole. No dustbag and no receipt. Dust bag included. Small marks on the outside due to wear.","Sold at £139.13 on February 25, 2022","Sold at £139.13 on February 25, 2022"
21284553,재고없음,17,http://dk.vestiairecollective.com/women-shoes/ankle-boots/jimmy-choo/burgundy-suede-jimmy-choo-ankle-boots-21284553.shtml,2022-02-25,Women,Open toe,Shoes,Jimmy Choo,Very good condition,Suede,Burgundy,"France, from the seller MytheresaXVestiaireCollective",38.5 EU,,,"Heeled ankle boots in plum burgundy suede. Size: 38.5. Heel height: 12 cm. Size: 38.5. A back zipper, a peep-toe, slightly worn leather and suede insoles, worn leather outsoles. Made in Italy. Box and dustbag provided.","Sold at £129.26 on March 3, 2022","Sold at £129.26 on March 3, 2022"
21284475,재고없음,36,http://dk.vestiairecollective.com/women-bags/handbags/gucci/black-leather-soho-gucci-handbag-21284475.shtml,2022-02-25,Women,Crossbody bags,Bags,Gucci,Very good condition,Leather,Black,"France, from the seller MytheresaXVestiaireCollective",,"Width 7.9 in, Height 5.9 in",,"Grained leather shoulder bag in black. Model: Soho. Dimensions: Height: 15 cm, width: 20 cm, depth: 8 cm. Details in gold metal, a zip closure on the top, interior lining in beige fabric, two interior patch pockets. Made in Italy. No box and no invoice. Dust bag, booklet and spare square leather sampler included. It can be worn across the body or over the shoulders. The corners are weathered.","Sold at £646.29 on February 25, 2022","Sold at £646.29 on February 25, 2022"
